gene.id	ensembl.gene.id	chr	gene.symbol	gene.type	length	description	entrez.gene.id	uniprot.id	go.gene.id	X1.tumor.RNA.Illumina	X101.tumor.RNA.Illumina	X102.tumor.RNA.Illumina	X103.tumor.RNA.Illumina	X11.tumor.RNA.Illumina	X12.tumor.RNA.Illumina	X13.tumor.RNA.Illumina	X14.tumor.RNA.Illumina	X15.tumor.RNA.Illumina	X16.tumor.RNA.Illumina	X17.tumor.RNA.Illumina	X18.tumor.RNA.Illumina	X2.tumor.RNA.Illumina	X21.tumor.RNA.Illumina	X22.tumor.RNA.Illumina	X23.tumor.RNA.Illumina	X25.tumor.RNA.Illumina	X26.tumor.RNA.Illumina	X27.tumor.RNA.Illumina	X28.tumor.RNA.Illumina	X29.tumor.RNA.Illumina.88A	X3.tumor.RNA.Illumina	X30.tumor.RNA.Illumina	X31.tumor.RNA.Illumina.92A	X35.tumor.RNA.Illumina	X37.tumor.RNA.Illumina.94A	X38.tumor.RNA.Illumina	X4.tumor.RNA.Illumina	X41.tumor.RNA.Illumina	X42.tumor.RNA.Illumina	X43.tumor.RNA.Illumina	X44.tumor.RNA.Illumina	X47.tumor.RNA.Illumina	X49.tumor.RNA.Illumina	X50.tumor.RNA.Illumina	X54.tumor.RNA.Illumina	X6.tumor.RNA.Illumina	X63.tumor.RNA.Illumina	X64.tumor.RNA.Illumina	X65.tumor.RNA.Illumina	X66.tumor.RNA.Illumina	X68.tumor.RNA.Illumina	X7.tumor.RNA.Illumina	X70.tumor.RNA.Illumina	X71.tumor.RNA.Illumina	X72.tumor.RNA.Illumina	X74.tumor.RNA.Illumina	X75.tumor.RNA.Illumina	X76.tumor.RNA.Illumina.1A	X80.tumor.RNA.Illumina	X81.tumor.RNA.Illumina	X82.tumor.RNA.Illumina	X83.tumor.RNA.Illumina	X84.tumor.RNA.Illumina	X86.tumor.RNA.Illumina	X87.tumor.RNA.Illumina	X88.tumor.RNA.Illumina	X89.tumor.RNA.Illumina	X90.tumor.RNA.Illumina	X92.tumor.RNA.Illumina	X93.tumor.RNA.Illumina	X94.tumor.RNA.Illumina	X95.tumor.RNA.Illumina	X96.tumor.RNA.Illumina	X97.tumor.RNA.Illumina	X98.tumor.RNA.Illumina	X99.tumor.RNA.Illumina	P2.tumor.RNA.Illumina	P3.tumor.RNA.Illumina
ENSG00000242686.4	ENSG00000242686	4	PDE6B-AS1	lncRNA	2120	PDE6B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40438]	NA	NA	NA	7	8	34	0	77	0	0	5	3	17	0	2	3	7	0	0	0	0	5	5	2	3	4	1	2	3	0	0	20	6	3	0	250	3	0	5	0	0	0	0	0	15	0	8	3	8	0	0	4	8	10	0	15	6	7	5	0	7	4	0	5	0	1	0	0	0	0	0	0
ENSG00000272927.1	ENSG00000272927	4	ENSG00000272927	lncRNA	737	novel transcript, antisense to PDE6B	NA	NA	NA	0	21	25	2	328	0	13	16	119	42	6	30	34	11	1	0	8	20	28	8	55	10	7	5	10	10	4	6	39	23	37	8	249	49	0	47	0	0	0	5	13	35	1	20	0	66	69	38	54	61	62	5	82	4	9	8	11	4	45	75	42	6	3	20	8	0	23	4	0
ENSG00000169020.10	ENSG00000169020	4	ATP5ME	protein_coding	496	ATP synthase membrane subunit e [Source:HGNC Symbol;Acc:HGNC:846]	521	P56385	P56385	718	1876	8679	2521	5698	2865	1666	1290	4485	7767	2492	2162	3328	1806	4215	2557	7643	1648	1075	1353	7055	2437	1588	5192	14539	3146	5245	3138	6280	29304	2127	24031	17151	18466	2013	3944	2166	3326	1986	2146	837	14370	3794	2468	3061	1527	991	1137	8291	7782	3735	1783	8540	3703	3987	2711	2053	1267	13272	6344	6080	2170	2043	1396	8128	0	11844	5245	1986
ENSG00000215375.7	ENSG00000215375	4	MYL5	protein_coding	2956	myosin light chain 5 [Source:HGNC Symbol;Acc:HGNC:7586]	4636	Q02045	Q02045	171	201	763	399	746	180	178	132	692	700	68	225	248	791	103	90	523	58	81	270	456	224	514	789	956	362	326	202	1261	1872	121	552	662	1071	105	651	46	96	278	158	129	1071	120	410	179	154	141	184	635	889	338	207	1091	480	291	784	294	295	1289	383	599	643	323	91	419	0	1385	326	278
ENSG00000169026.13	ENSG00000169026	4	SLC49A3	protein_coding	1833	solute carrier family 49 member 3 [Source:HGNC Symbol;Acc:HGNC:26177]	84179	Q6UXD7	Q6UXD7	352	214	210	65	493	248	441	270	168	963	218	198	349	111	188	21	202	223	160	112	574	218	193	159	458	543	649	157	572	457	217	123	725	1017	261	1234	33	27	32	256	126	485	117	113	79	199	95	191	812	739	241	253	489	52	651	152	151	139	670	1061	219	195	55	254	232	0	1001	649	32
ENSG00000185619.19	ENSG00000185619	4	PCGF3	protein_coding	5067	polycomb group ring finger 3 [Source:HGNC Symbol;Acc:HGNC:10066]	10336	B3KQ06	B3KQ06	4034	1320	9813	3942	2472	1992	1545	2387	5620	10249	1764	2836	2113	3434	2836	1263	3429	1435	879	6239	2055	1266	2441	4278	9570	2428	1165	1566	9288	1830	1675	8506	3003	4661	457	3339	2089	1953	1923	1135	430	7772	2710	1605	964	699	166	1099	2048	3616	2819	1240	16358	2911	4775	9042	6144	1918	5183	2664	2199	3660	3511	151	1471	0	5867	1165	1923
ENSG00000248416.1	ENSG00000248416	4	ENSG00000248416	lncRNA	569	novel transcript	NA	NA	NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272588.1	ENSG00000272588	4	ENSG00000272588	lncRNA	719	novel transcript, antisense to PCGF3	NA	NA	NA	0	7	11	21	17	0	0	2	5	6	0	4	12	4	0	0	0	0	0	7	4	8	2	0	3	10	15	0	10	0	1	4	6	4	0	7	18	5	0	2	1	3	6	1	0	7	0	5	11	3	0	6	38	2	1	5	11	0	10	10	1	3	5	0	0	0	0	15	0
ENSG00000249592.7	ENSG00000249592	4	PCGF3-AS1	lncRNA	2617	PCGF3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56108]	100129917	NA	NA	291	350	1097	446	1050	146	317	214	972	1298	52	388	356	343	110	53	2016	155	201	390	629	166	470	251	793	385	765	211	863	843	287	320	546	1060	0	563	271	143	81	202	172	841	201	192	240	217	42	208	606	500	661	204	1651	537	355	657	841	265	872	690	557	178	399	97	185	0	782	765	81
ENSG00000233799.1	ENSG00000233799	4	ENSG00000233799	lncRNA	286	novel transcript, antisense to PCGF3	NA	NA	NA	82	1	8	7	3	0	0	11	2	9	0	3	13	1	0	0	16	5	0	5	2	5	4	1	6	7	63	1	8	0	0	6	9	9	0	8	16	3	0	0	0	7	8	0	0	1	0	0	9	6	0	1	20	10	5	15	14	2	6	4	6	3	1	0	0	0	0	63	0
ENSG00000168993.15	ENSG00000168993	4	CPLX1	protein_coding	2112	complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]	10815	O14810	O14810	712	70	1233	106	661	13	107	157	169	765	96	24	252	24	13	8	91	225	79	26	183	129	59	128	434	555	110	194	116	778	91	41	1602	541	366	840	5	13	24	41	63	348	17	40	75	116	28	161	585	267	40	67	739	51	307	172	28	51	1101	685	507	58	38	129	199	0	329	110	24
ENSG00000289983.1	ENSG00000289983	4	ENSG00000289983	lncRNA	1080	novel transcript, antisense to CPLX1	NA	NA	NA	0	10	96	7	47	0	1	9	12	34	0	2	93	5	2	9	16	4	7	2	16	0	52	2	31	34	9	4	54	22	12	16	29	16	0	17	0	0	0	5	52	405	3	0	0	3	0	7	41	7	23	13	31	10	12	31	4	111	259	28	8	5	19	20	9	0	22	9	0
ENSG00000260262.1	ENSG00000260262	4	ENSG00000260262	lncRNA	713	novel transcript	NA	NA	NA	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	5	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000286205.1	ENSG00000286205	4	ENSG00000286205	lncRNA	1735	novel transcript	NA	NA	NA	0	1	15	2	8	0	9	0	5	23	0	1	0	1	1	0	40	0	0	0	4	1	4	2	18	2	13	3	6	8	2	2	5	9	0	4	0	1	0	4	0	8	3	9	0	1	0	1	6	8	0	0	9	2	0	7	7	3	3	4	9	5	6	0	0	0	14	13	0
ENSG00000178950.18	ENSG00000178950	4	GAK	protein_coding	4461	cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113]	2580	B4DS37	B4DS37	2949	2562	11838	4809	4995	2068	1965	2320	5818	7831	2622	3841	2709	2761	3437	947	4834	2188	665	2611	2040	4183	2776	5510	7107	4034	2729	3057	10514	3539	1029	7451	5857	9017	747	6819	3538	3262	1229	933	620	4884	4898	1722	1272	1083	347	1426	3230	4240	3416	1297	11973	2995	4406	4810	3894	2243	4055	3147	3072	3418	2768	680	3080	0	7611	2729	1229
ENSG00000127419.17	ENSG00000127419	4	TMEM175	protein_coding	2236	transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709]	84286	D3DVN5	D3DVN5	594	672	4716	703	3195	705	513	885	1911	3020	411	1011	803	356	668	251	1839	408	365	432	762	748	517	1591	1674	1820	687	500	5263	828	288	2512	3027	2130	498	3333	248	404	146	381	338	2413	516	862	354	516	182	793	1600	1775	1235	494	2901	1516	1256	1309	892	650	2611	1454	812	1002	486	278	1175	0	4810	687	146
ENSG00000145214.14	ENSG00000145214	4	DGKQ	protein_coding	4649	diacylglycerol kinase theta [Source:HGNC Symbol;Acc:HGNC:2856]	1609	A0A140VKC1	A0A140VKC1	1037	758	3624	1315	1390	638	479	810	2115	1729	492	1397	701	630	953	218	2226	463	230	653	829	800	1036	1096	2481	1467	1132	727	3021	2211	571	2752	2313	5229	226	2140	699	871	412	371	248	1734	899	461	711	601	0	693	1124	1430	859	602	1931	981	1135	3211	1169	558	1440	868	658	1666	1349	269	1091	0	5234	1132	412
ENSG00000145217.14	ENSG00000145217	4	SLC26A1	protein_coding	3660	solute carrier family 26 member 1 [Source:HGNC Symbol;Acc:HGNC:10993]	10861	Q9H2B4	Q9H2B4	0	12	65	3	65	4	0	7	23	67	16	11	140	7	49	10	35	4	0	9	15	13	46	10	47	17	28	0	60	32	11	25	113	47	0	21	12	0	0	0	96	236	8	7	6	3	0	6	25	22	0	14	55	3	25	13	16	129	274	23	34	32	28	0	0	0	116	28	0
ENSG00000127415.13	ENSG00000127415	4	IDUA	protein_coding	2186	alpha-L-iduronidase [Source:HGNC Symbol;Acc:HGNC:5391]	3425	P35475	P35475	1102	1026	5283	646	1791	423	651	794	2178	2077	421	780	933	640	189	326	3428	622	302	695	1354	566	634	1205	3419	1334	1270	478	5123	2884	402	3715	4807	2589	589	3245	367	153	533	377	158	1928	419	554	387	494	52	370	1926	1591	651	504	4175	1811	1039	2543	1094	487	3055	2023	775	991	558	289	1219	0	4962	1270	533
ENSG00000127418.15	ENSG00000127418	4	FGFRL1	protein_coding	3639	fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]	53834	A0PJ49	A0PJ49	424	171	1630	246	713	1054	523	711	870	1327	363	1880	1936	304	77	147	2188	908	90	272	334	397	660	801	1658	866	368	1330	1549	771	212	1747	2149	2189	292	1476	1688	768	284	406	318	3183	871	55	444	212	91	190	932	1163	116	410	3989	125	1409	1372	1021	470	2400	760	1862	538	434	164	583	0	784	368	284
ENSG00000250259.1	ENSG00000250259	4	ENSG00000250259	lncRNA	272	novel transcript	NA	NA	NA	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178222.14	ENSG00000178222	4	RNF212	protein_coding	2390	ring finger protein 212 [Source:HGNC Symbol;Acc:HGNC:27729]	285498	Q495C1	Q495C1	0	18	34	15	118	8	5	120	40	87	26	12	27	50	0	19	29	226	38	17	32	108	24	12	5	136	83	66	44	15	28	106	56	161	9	143	0	1	11	215	0	15	7	17	63	31	0	50	100	41	5	43	25	17	27	6	10	5	114	115	181	14	2	10	46	0	5	83	11
ENSG00000251639.2	ENSG00000251639	4	ENSG00000251639	processed_pseudogene	1204	protein phosphatase 2, regulatory subunit B, delta isoform _PPP2R2D_ pseudogene	NA	NA	NA	54	0	0	0	2	0	0	3	9	4	0	0	1	5	0	0	0	3	0	0	0	5	0	0	0	0	0	3	2	0	3	14	0	4	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	1	1	3	0	0	0	0	7	0	0
ENSG00000251652.1	ENSG00000251652	4	ENSG00000251652	lncRNA	468	novel transcript	105374344	NA	NA	0	0	0	3	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000215367.11	ENSG00000215367	4	TMED11P	transcribed_unitary_pseudogene	690	transmembrane p24 trafficking protein 11, pseudogene [Source:HGNC Symbol;Acc:HGNC:35401]	100379220	NA	NA	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	745	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0
ENSG00000212458.1	ENSG00000212458	4	ENSG00000212458	snoRNA	130		124900184	NA	NA	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000227189.2	ENSG00000227189	4	ENSG00000227189	lncRNA	2165	novel transcript	NA	NA	NA	0	0	0	3	2	0	0	0	1	3	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	2	27	0	0	2	3	1	2	9	0	2	6	0	0	4	0	9	0	1	0	0	0	5	5	2	0	0	4	2	0	1	0	0	7	2	9	0	0	0	3	0	4	27	0
ENSG00000159674.12	ENSG00000159674	4	SPON2	protein_coding	2156	spondin 2 [Source:HGNC Symbol;Acc:HGNC:11253]	10417	Q9BUD6	Q9BUD6	3146	326	2334	215	1027	2319	7408	1246	833	8727	1386	393	3980	632	152	103	2043	3318	845	276	1183	1213	1192	972	6690	2725	1342	592	2602	2817	1478	1182	10167	3207	3843	10430	1020	733	344	2900	937	8718	1195	849	1578	850	303	265	4736	4504	283	1863	1873	475	9143	535	379	933	8702	3616	2874	422	909	645	2519	0	1802	1342	344
ENSG00000273179.1	ENSG00000273179	4	ENSG00000273179	lncRNA	397	novel transcript, antisense to SPON2	NA	NA	NA	0	0	8	0	6	0	0	7	2	25	0	1	5	1	0	0	0	0	5	0	3	0	0	2	3	0	0	0	8	3	0	4	31	49	0	7	0	0	0	3	0	2	0	1	4	6	0	0	16	3	0	2	1	1	2	7	0	1	12	11	28	0	0	13	0	0	0	0	0
ENSG00000280927.1	ENSG00000280927	4	CTBP1-AS	lncRNA	3886	CTBP1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:48337]	285463	NA	NA	0	0	17	0	3	17	0	12	2	12	3	0	2	2	0	0	1	8	0	0	0	4	0	15	12	19	0	7	45	0	0	2	20	6	0	29	4	2	1	0	0	10	4	0	5	0	0	0	19	18	5	0	20	26	10	12	0	1	22	10	7	0	0	0	13	0	1	0	1
ENSG00000159692.18	ENSG00000159692	4	CTBP1	protein_coding	4250	C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]	1487	Q13363	Q13363	3003	3572	16314	3403	7881	4278	2460	2701	9915	10435	3194	4953	5024	2555	4417	2083	9256	4461	1158	2588	3287	7112	3131	6528	9655	7221	3185	6099	14576	6153	1446	16613	9561	10462	1339	9143	4791	3092	1609	1633	1095	11652	5830	2643	1536	1740	372	2351	8140	7830	3114	2201	17812	7007	5937	5963	3894	2249	10585	3991	6280	5713	4177	980	4892	0	11785	3185	1609
ENSG00000196810.6	ENSG00000196810	4	CTBP1-DT	lncRNA	7575	CTBP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:28307]	NA	NA	NA	816	295	1368	719	1310	393	331	514	1111	1084	348	547	665	650	410	487	1074	671	137	333	575	1011	624	1149	1172	979	210	1016	1760	478	159	3312	393	949	80	1160	1186	558	266	210	168	757	552	443	173	233	100	371	511	959	323	423	2492	1105	889	682	401	197	833	423	600	550	905	49	596	0	916	210	266
ENSG00000090316.16	ENSG00000090316	4	MAEA	protein_coding	5371	macrophage erythroblast attacher, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:13731]	10296	B3KRN7	B3KRN7	1398	1720	8410	2315	3276	1746	1275	1691	4584	5134	1786	3204	1898	2075	3888	1433	3377	1813	575	1944	1741	2534	2025	4914	3009	3183	886	2871	5816	1784	645	9386	3077	4559	556	4494	2614	2325	681	922	494	4742	2623	1558	825	896	159	1142	2398	2899	1214	1350	9353	2815	3315	2815	2956	1235	3363	1594	1799	2188	2873	131	2060	0	5009	886	681
ENSG00000163945.19	ENSG00000163945	4	UVSSA	protein_coding	12504	UV stimulated scaffold protein A [Source:HGNC Symbol;Acc:HGNC:29304]	57654	Q2YD98	Q2YD98	1436	853	3860	2402	1630	553	957	1605	4525	2230	540	2128	1023	2460	729	290	1346	421	258	1756	938	710	1993	1695	1296	1496	1102	612	4098	976	979	1660	1997	1956	276	3962	899	542	693	310	393	1344	636	479	338	358	96	375	882	1224	1088	415	4106	2487	1264	2934	1055	1014	1545	907	625	1435	1212	129	468	0	2036	1102	693
ENSG00000254094.1	ENSG00000254094	4	ENSG00000254094	lncRNA	527	novel transcript	NA	NA	NA	0	5	25	3	3	0	0	0	3	14	0	5	4	3	0	0	0	1	4	2	0	1	2	8	9	3	12	0	3	0	0	0	5	2	0	12	0	0	13	0	0	2	1	1	0	0	0	0	5	0	0	0	5	3	10	7	3	2	1	1	0	1	1	0	0	0	0	12	13
ENSG00000253399.1	ENSG00000253399	4	ENSG00000253399	lncRNA	441	novel transcript	NA	NA	NA	0	5	21	7	6	0	0	0	5	11	4	4	3	5	0	0	0	1	3	2	1	0	0	5	1	6	8	0	0	1	1	0	6	1	0	7	0	0	6	7	2	0	0	0	0	0	0	0	0	2	0	0	2	1	3	7	2	1	4	5	0	0	4	0	0	0	0	8	6
ENSG00000235608.2	ENSG00000235608	4	NKX1-1	protein_coding	1347	NK1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:24975]	54729	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272783.1	ENSG00000272783	4	ENSG00000272783	lncRNA	289	novel transcript	NA	NA	NA	0	7	14	5	164	33	2	0	5	32	13	0	0	0	0	0	5	5	16	5	13	4	1	20	2	122	22	7	10	19	18	3	116	8	0	13	0	0	0	3	1	19	2	3	7	7	15	5	43	45	11	1	11	6	7	18	2	0	14	41	41	3	2	1	48	0	38	22	0
ENSG00000244459.4	ENSG00000244459	4	ENSG00000244459	lncRNA	860	novel transcript	NA	NA	NA	0	12	125	4	182	25	43	40	145	171	30	72	37	17	16	16	30	20	19	9	68	65	29	23	42	55	21	26	23	295	27	22	143	196	53	117	7	15	49	72	21	38	15	7	34	31	0	20	117	151	10	46	44	34	145	124	4	4	168	92	29	12	11	38	54	0	113	21	49
ENSG00000174137.14	ENSG00000174137	4	FAM53A	protein_coding	2848	family with sequence similarity 53 member A [Source:HGNC Symbol;Acc:HGNC:31860]	152877	Q6NSI3	Q6NSI3	160	23	175	104	40	27	30	44	92	86	43	115	12	17	30	44	168	30	15	7	20	36	30	16	87	72	44	25	275	47	9	91	93	93	0	159	52	8	61	6	6	125	59	34	50	10	0	36	50	69	23	26	146	62	100	111	32	8	105	60	21	54	52	9	44	0	91	44	61
ENSG00000207009.1	ENSG00000207009	4	Y_RNA	misc_RNA	110	Y RNA [Source:RFAM;Acc:RF00019]	NA	NA	NA	0	1	1	5	0	0	0	0	4	3	0	4	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000163950.13	ENSG00000163950	4	SLBP	protein_coding	1810	stem-loop binding protein [Source:HGNC Symbol;Acc:HGNC:10904]	7884	B3KST9	B3KST9	817	1511	5334	3109	1874	1855	1252	1026	2640	2766	1503	3393	1049	1583	5505	2102	3315	1751	779	1516	1111	2235	1797	2623	1350	1686	484	2941	3941	1554	805	23247	1265	2079	199	2250	3583	2395	574	798	786	6964	3615	3150	757	582	157	1000	1744	2480	449	1384	9563	2206	2267	2459	1919	801	3191	840	2012	2647	2203	62	897	0	2470	484	574
ENSG00000013810.21	ENSG00000013810	4	TACC3	protein_coding	2943	transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]	10460	Q9Y6A5	Q9Y6A5	586	2848	8713	3212	4470	1879	1194	877	2704	5441	659	3474	1283	923	4325	654	7424	1845	1227	801	1954	2959	1386	1909	21068	1870	801	2774	3175	4920	745	13187	4916	2053	610	4252	3967	2321	696	372	551	5824	3082	2305	703	1017	77	1616	2246	3922	1339	1216	9693	934	2636	1934	3084	622	4075	1452	2949	2487	2843	223	748	0	2841	801	696
ENSG00000168936.12	ENSG00000168936	4	TMEM129	protein_coding	2803	transmembrane protein 129, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:25137]	92305	A0AVI4	A0AVI4	609	1190	5063	1410	2793	627	654	1304	2908	3174	789	2032	873	1353	2070	1068	2307	631	406	865	3195	736	1227	2846	2932	3426	500	688	5612	2870	676	10320	1805	6260	486	3071	776	1447	292	653	542	3641	557	1050	786	623	249	902	2750	2373	838	1337	5346	2761	2838	2940	2846	908	3007	1477	1410	2483	1956	231	2238	0	7809	500	292
ENSG00000068078.20	ENSG00000068078	4	FGFR3	protein_coding	4307	fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690]	2261	P22607	P22607	424	14775	7898	118	285	176	67	168	19877	461	16695	76	1840	2498	31620	1447	367	79	665	12918	2250	98	1116	2180	15086	546	1624	273	53797	4769	3861	46290	239	2734	65	464	2319	1331	2228	862	769	5961	2128	1419	14653	285	621	87	98	451	14624	1319	2727	112777	189	27416	9118	4888	2537	1600	1254	28583	360	322	2710	0	63474	1624	2228
ENSG00000168924.15	ENSG00000168924	4	LETM1	protein_coding	5371	leucine zipper and EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556]	3954	O95202	O95202	1172	1772	5180	2413	1843	1366	925	1135	2742	3639	2617	2062	1301	1746	4566	760	2750	1697	419	1483	1745	1674	2150	2275	3160	1879	876	2193	4430	5475	623	9148	2718	4030	37	2435	2677	2621	711	424	668	2932	4776	1190	967	440	224	441	1367	1947	998	901	4253	2529	2161	3548	2830	1158	3173	1507	2040	2628	1549	208	1413	0	3925	876	711
ENSG00000109685.19	ENSG00000109685	4	NSD2	protein_coding	8568	nuclear receptor binding SET domain protein 2 [Source:HGNC Symbol;Acc:HGNC:12766]	7468	O96028	O96028	1441	2583	9130	6527	2393	2528	1652	1309	3575	5739	1840	6893	2133	1269	6546	1202	4576	2890	784	1958	2514	3592	2310	4701	3035	2738	662	4313	6418	2576	830	13475	3349	3766	157	3812	8703	4172	556	605	701	5340	5428	3386	678	716	20	964	1717	2557	1669	1586	18290	3464	2849	4995	4852	1332	3270	759	3197	3361	3382	148	868	0	3778	662	556
ENSG00000249784.1	ENSG00000249784	4	SCARNA22	scaRNA	125	small Cajal body-specific RNA 22 [Source:HGNC Symbol;Acc:HGNC:32580]	677770	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185049.16	ENSG00000185049	4	NELFA	protein_coding	2495	negative elongation factor complex member A [Source:HGNC Symbol;Acc:HGNC:12768]	7469	A0A0C4DFX9	A0A0C4DFX9	342	1153	7407	940	2160	1226	516	545	1929	2559	1073	893	1068	729	2725	995	2333	972	305	659	1751	1142	863	1816	2402	1090	990	1158	4707	1668	477	4365	2383	2490	360	1758	1366	1030	488	460	264	3268	1432	1210	566	479	100	570	1109	2070	1228	638	6488	1876	1730	1860	1795	495	2034	1076	2101	1324	1452	139	1625	0	3138	990	488
ENSG00000284587.1	ENSG00000284587	4	MIR943	miRNA	94	microRNA 943 [Source:HGNC Symbol;Acc:HGNC:33689]	100126332	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243449.8	ENSG00000243449	4	C4ORF48	protein_coding	477	chromosome 4 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:34437]	401115	NA	NA	126	15	3571	114	221	1104	146	82	236	509	437	127	1267	106	449	179	715	312	74	38	261	418	144	872	3290	317	538	435	680	764	60	1476	8222	1609	43	765	347	158	425	97	32	949	590	173	228	80	0	25	1002	1911	272	70	1763	27	1029	303	19	13	885	838	483	6	61	170	746	0	1031	538	425
ENSG00000185818.8	ENSG00000185818	4	NAT8L	protein_coding	6056	N-acetyltransferase 8 like [Source:HGNC Symbol;Acc:HGNC:26742]	339983	Q8N9F0	Q8N9F0	289	40	2043	18	245	0	9	15	189	217	5	124	121	10	206	0	17	151	6	2	1808	133	74	25	767	136	11	13	21	32	7	92	678	45	0	131	21	8	39	0	4	526	7	47	0	39	63	10	377	412	8	12	860	4	116	360	11	6	45	73	217	2	423	1	30	0	0	11	39
ENSG00000130997.16	ENSG00000130997	4	POLN	protein_coding	3978	DNA polymerase nu [Source:HGNC Symbol;Acc:HGNC:18870]	353497	Q7Z5Q5	Q7Z5Q5	70	17	118	5	74	11	9	41	46	92	1	54	11	15	33	2	11	4	18	4	58	4	23	21	26	58	103	5	20	35	6	0	119	31	0	114	0	4	5	28	9	34	0	3	25	16	0	1	71	72	5	13	36	7	58	22	6	6	44	73	24	6	31	16	10	0	67	103	5
ENSG00000290263.1	ENSG00000290263	4	ENSG00000290263	protein_coding	5738	novel protein, HAUS3-POLN readthrough	NA	NA	NA	0	0	2	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	5	2	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0
